id,descripcion,sector,tipo_datos,etiqueta,notas,longitud,descripcion_limpia
219,Sistema de puntuación de ciudadanos basado en su participación en actos culturales y deportivos subvencionados que reduce su acceso a nuevas subvenciones si no cumple umbrales de actividad comunitaria,administracion,datos_personales,inaceptable,Art. 5.1.c — puntuación social que condiciona el acceso a derechos por comportamientos culturales o de ocio. Vincular el acceso a subvenciones a una puntuación de participación comunitaria condiciona el ejercicio de libertades individuales mediante incentivos coercitivos de carácter estatal.,200,sistema puntuación ciudadanos basado participación actos culturales deportivos subvencionados reduce acceso subvenciones cumple umbrales actividad comunitaria
220,Plataforma de videovigilancia con IA en centros de menores tutelados que registra y analiza continuamente las interacciones entre menores para generar perfiles de comportamiento sin autorización judicial,administracion,datos_biométricos,inaceptable,Art. 5.1.d — identificación y perfilado biométrico continuo de menores en entornos bajo tutela institucional. La vigilancia biométrica permanente de menores tutelados sin supervisión judicial vulnera su derecho al desarrollo de la personalidad y a la intimidad en su entorno de vida cotidiana.,203,plataforma videovigilancia ia centros menores tutelados registra analiza continuamente interacciones menores generar perfiles comportamiento autorización judicial
221,Sistema que monitoriza el tiempo que trabajadoras embarazadas pasan en el baño durante la jornada laboral y genera alertas automáticas para sus supervisores si superan un umbral predefinido,industria,datos_personales,inaceptable,Art. 5.1.f — vigilancia que expone datos de salud reproductiva y discrimina por embarazo. La monitorización del uso del baño de trabajadoras embarazadas para alertas a supervisores constituye acoso por razón de embarazo y vulnera el derecho a la intimidad corporal más elemental.,189,sistema monitoriza tiempo trabajadoras embarazadas pasan baño jornada laboral genera alertas automáticas supervisores superan umbral predefinido
222,Herramienta de análisis de escritura predictiva en teclados corporativos que identifica empleados con posibles indicios de depresión y notifica automáticamente al servicio médico de empresa sin consentimiento,rrhh,datos_personales,inaceptable,"Art. 5.1.f — inferencia y exposición de datos de salud mental sin consentimiento. La notificación automática de indicios de depresión inferidos de patrones de escritura viola el secreto médico, desincentiva la búsqueda de ayuda y puede generar estigmatización laboral por enfermedad mental.",208,herramienta análisis escritura predictiva teclados corporativos identifica empleados posibles indicios depresión notifica automáticamente servicio médico empresa consentimiento
223,Sistema de reconocimiento de tatuajes en imágenes de cámaras de seguridad que infiere la afiliación a grupos y subculturas para generar perfiles de 'riesgo cultural' compartidos con empleadores,seguridad,datos_biométricos,inaceptable,Art. 5.1.f — categorización biométrica que infiere afiliaciones culturales o ideológicas como características protegidas. El perfilado por tatuajes para evaluar riesgo cultural y compartirlo con empleadores discrimina por expresión cultural y vulnera la libertad de pensamiento e ideología.,193,sistema reconocimiento tatuajes imágenes cámaras seguridad infiere afiliación grupos subculturas generar perfiles riesgo cultural compartidos empleadores
224,Plataforma que analiza el historial médico de pacientes con VIH para vender predicciones sobre su capacidad laboral futura a empresas de contratación sin conocimiento ni consentimiento de los afectados,sanidad,datos_personales,inaceptable,"Art. 5.1.b y 5.1.f — explotación de datos sensibles de salud de grupos vulnerables para discriminación laboral. La comercialización de capacidad laboral inferida de historial de VIH constituye múltiple violación de derechos fundamentales incluyendo privacidad, dignidad y no discriminación por razón de salud.",201,plataforma analiza historial médico pacientes vih vender predicciones capacidad laboral futura empresas contratación conocimiento consentimiento afectados
225,Sistema de análisis facial instalado en sucursales bancarias que infiere el nivel de estrés financiero de los clientes que esperan ser atendidos para que el asesor prepare argumentarios de productos de crédito antes de la reunión,banca,datos_biométricos,inaceptable,Art. 5.1.a y 5.1.b — técnicas de preparación para explotar vulnerabilidades financieras detectadas biométricamente. El uso del análisis facial para detectar vulnerabilidad financiera y preparar argumentarios de venta constituye manipulación comercial que explota estados de angustia sin consentimiento.,229,sistema análisis facial instalado sucursales bancarias infiere nivel estrés financiero clientes esperan atendidos asesor prepare argumentarios productos crédito reunión
226,Sistema de IA que analiza electroencefalogramas de pacientes con epilepsia para predecir la ocurrencia de crisis y recomienda ajustes de medicación antiepiléptica sin supervisión del neurólogo responsable,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en productos sanitarios de alta criticidad neurológica. La recomendación automática de cambios en medicación antiepiléptica sin validación neurológica puede provocar aumento de crisis o efectos secundarios graves por ajustes incorrectos de dosis.,204,sistema ia analiza electroencefalogramas pacientes epilepsia predecir ocurrencia crisis recomienda ajustes medicación antiepiléptica supervisión neurólogo responsable
227,Plataforma de evaluación de riesgo de crédito hipotecario para autónomos que determina automáticamente condiciones sin que ningún analista revise los expedientes de sectores con alta variabilidad de ingresos,banca,datos_financieros,alto_riesgo,Anexo III punto 5b — evaluación de solvencia crediticia sin supervisión humana. La evaluación automática de autónomos con ingresos variables puede sistematicamente excluirlos del acceso a vivienda por la incapacidad del algoritmo de valorar adecuadamente la estacionalidad de sus ingresos.,207,plataforma evaluación riesgo crédito hipotecario autónomos determina automáticamente condiciones analista revise expedientes sectores alta variabilidad ingresos
228,Sistema de asignación automática de casos de maltrato infantil a equipos de servicios sociales que determina la urgencia y prioridad de intervención sin revisión del coordinador de protección de menores,administracion,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en protección de menores. La priorización automática de casos de maltrato sin supervisión coordinadora puede resultar en respuestas tardías a situaciones de riesgo vital para menores por clasificación errónea de la urgencia real.,202,sistema asignación automática casos maltrato infantil equipos servicios sociales determina urgencia prioridad intervención revisión coordinador protección menores
